County,Establishment Name,Establishment Address,Establishment City,Establishment State,Establishment Zip Code,Telephone Number,Application Approval Code,Date Licensed
139,DAYS INN (BOONESLICK LODGE),403 BOONESLICK RD-EXIT 175 & II70,NEW FLORENCE,MO,63363,573-835-7500,AP,09/21/2018
189,RESIDENCE INN/FAIRFIELD INN AND SUTIES ST LOUIS-WESTPORT,11918 WESTLINE INDUSTRIAL DRIVE,ST LOUIS,MO,63146,314-762-1600,AP,09/19/2018
189,QUALITY INN FLORISSANT,55 DUNN ROAD,FLORISSANT,MO,63031,(314)839-2200,AP,09/18/2018
219,BAYMONT INN & SUITES,425 E VETERAN'S MEMORIAL PARKWAY,WARRENTON,MO,63383,(636) 456-6000,AP,09/28/2018
146,TOWNE PLACE SUITES BY MARRIOTT,4026 S. ARIZONA,JOPLIN,MO,64804,417-659-8111,AP,09/14/2018
105,MUNGER MOSS MOTEL,1336 E ROUTE 66,LEBANON,MO,65536,(417)532-3111,AP,09/26/2018
209,HUNTER'S FRIEND RESORT,118 MYRTLE LANE,BRANSON,MO,65616,(417)338-2849,AP,09/19/2018
153,WING & FIN RESORT,159 COUNTY ROAD 626,ISABELLA,MO,65676,417-273-2700,AP,10/02/18
213,DAYS INN,2316 SHEPHERD OF THE HILLS EXPWY,BRANSON,MO,65616,417-337-5207,AP,11/06/18
19,STONEY CREEK INN,2601 S PROVIDENCE,COLUMBIA,MO,65203,641-424-5241,AP,10/09/18
71,SUPER 8 MOTEL,2081 ECKLEKAMP COURT,WASHINGTON,MO,63090,636-390-0088,AP,09/12/18
203,EMINENCE COTTAGES,HWY 19 N,EMINENCE,MO,65466,(573) 226-3500,AP,09/13/2018
213,BRANSON PLANTATION INN,3470 KEETER ST,BRANSON,MO,65616,(417)336-3300,AP,10/25/2018
510,BUDGET INN,3607 HAMILTON,ST LOUIS,MO,63120,(314)385-1786,AP,09/13/2018
213,WINDMILL INN,2425 W HWY 76,BRANSON,MO,65616,(417)335-2100,AP,11/21/2018
146,HOMEWOOD SUITES,2642 E 32ND ST,JOPLIN,MO,64804,417-623-1900,AP,09/28/2018
213,BRANSON GETAWAY INN,220 SOUTH WILDWOOD DR BLDG A,BRANSON,MO,65616,417-544-0434,AP,11/30/2018
169,COMFORT INN,103 ST. ROBERT BLVD.,ST ROBERT,MO,65584,(573)336-3553,AP,10/15/2018
201,AMERICAS BEST VALUE INN,220 SOUTH INTERSTATE DR,SIKESTON,MO,63801,(573)471-9700,AP,10/04/18
187,HAMPTON INN,850 VALLEY CREEK DRIVE,FARMINGTON,MO,65640,573-760-8700,AP,11/13/2018
213,GREEN GABLES INN,2400 GREEN MTN DR,BRANSON,MO,65616,(417)336-3400,AP,10/04/18
189,STAYBRIDGE SUITES WESTPORT,25 PROGRESS PARKWAY,MARYLAND HEIGHTS,MO,63043,314-628-1155,AP,09/28/2018
51,HAMPTON INN,4800 COUNTRY CLUB DRIVE,JEFFERSON CITY,MO,65109,(573)634-7440,AP,09/26/2018
55,BUDGET INN,55 HWY C,BOURBON,MO,65441,573-732-4080,AP,10/16/2018
189,DAYS INN & SUITES,1970 CRAIG RD,MARYLAND HEIGHTS,MO,63146,(314) 205-8000,AP,11/09/18
15,BUNKHOUSE LODGE,23339 HWY 65,LINCOLN,MO,65338,660-547-3020,AP,09/17/2018
55,FOX SPRINGS LODGE,2274 HWY KK,CUBA,MO,65453,(573)885-3491,AP,11/30/2018
213,LIBERTY LODGE,3033 SHEPHERD OF THE HILLS EXP,BRANSON,MO,65616,417-339-7471,AP,11/16/2018
9,ROYAL W RESORT,20243 STATE HWY 112,CASSVILLE,MO,65625,417-847-2903,AP,09/13/2018
95,UNITY VILLAGE AND CONFERENCE CENTER,1901 NW BLUE PARKWAY,UNITY VILLAGE,MO,64065,816-251-3540,AP,09/19/2018
31,PEAR TREE INN CAPE MEDICAL CENTER,3248 WILLIAM,CAPE GIRARDEAU,MO,63703,573-334-3000,AP,10/04/18
213,DAYS INN,3010 GREEN MTN DR,BRANSON,MO,65616,417-336-2200,AP,10/29/2018
163,EAGLES NEST BED & BREAKFAST,217-215 GEORGIA ST,LOUISIANA,MO,63353,573-754-9888,AP,11/09/18
510,EMBASSY SUITES ST LOUIS DOWNTOWN,610 N. 7TH STREET,ST LOUIS,MO,63101,314-269-5900,AP,09/18/2018
213,LAKESHORE RESORT,1773 LAKESHORE DRIVE,BRANSON,MO,65616,417-334-8243,AP,09/26/2018
43,QUALITY INN,1900 WEST EVANGEL STREET,OZARK,MO,65721,417-485-6688,AP,10/19/2018
195,SUPER 8 MOTEL,1355 W COLLEGE,MARSHALL,MO,65340,660-886-3359,AP,09/26/2018
213,SCENIC HILLS INN,2422 SHEPHERD HILLS EXP,BRANSON,MO,65616,(417) 336-8855,AP,10/11/18
51,BAYMONT INN & SUITES,319 W MILLER,JEFFERSON CITY,MO,65101,(573)636-5231,AP,10/09/18
121,AMERICA'S BEST VALUE INN,28933 SUNSET DR,MACON,MO,63552,(660)385-2125,AP,10/01/18
213,FALLS VILLAGE RESORT (THE),200 CREEKSIDE RD,BRANSON,MO,65616,417-239-2000,AP,10/11/18
183,AMERICAS BEST VALUE INN,10600 VETERANS MEMORIAL PARKWAY,LAKE SAINT LOUIS,MO,63367,(636) 625-1711,AP,10/11/18
213,YELLOW ROSE INN & SUITES,3140 FALLS PARKWAY,BRANSON,MO,65616,(417)334-1717,AP,09/07/18
29,BAYMONT INN,5885 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,573-348-9555,AP,11/26/2018
77,VIB  SPRINGFIELD,1845 E SUNSHINE ST.,SPRINGFIELD,MO,65804,417-881-9100,AP,09/18/2018
107,MIDWAY MOTEL,1107 S. BUSINESS 13,LEXINGTON,MO,64067,660-259-3093,AP,09/26/2018
143,PATTIE'S MOTEL,903 HWY 61 N,PORTAGEVILLE,MO,63873,(573)379-5461,AP,09/07/18
213,QUALITY INN-WEST,3601 SHEPHERD OF THE HILLS EXP,BRANSON,MO,65616,(417)334-8694,AP,09/27/2018
91,SUPER 8 MOTEL,1210 PORTER WAGONER BLVD,WEST PLAINS,MO,65775,(417)256-8088,AP,09/19/2018
219,MOTEL 6,24010 W VETERANS MEMORIAL PKWY,WARRENTON,MO,63383,636-456-7272,AP,10/11/18
213,ECONO LODGE,230 S WILDWOOD DRIVE,BRANSON,MO,65616,-5602,AP,10/11/18
85,WHEATLAND MOTEL,361 WEST HWY 54,WHEATLAND,MO,65779,417-282-7100,AP,09/12/18
189,RED ROOF INN,307 DUNN RD,FLORISSANT,MO,63031,314-255-2265,AP,11/26/2018
155,QUALITY INN,1500 HWY 84 EAST,HAYTI,MO,63851,(573) 359-2200,AP,10/04/18
510,COURTYARD BY MARRIOTT,2340 MARKET ST,ST LOUIS,MO,63103,(314)241-9111,AP,09/14/2018
153,NOLAND POINT RESORT,10 LEASE LANE,THEODOSIA,MO,65761,(417)273-4323,AP,09/27/2018
183,TRU BY HILTON,333 CAMELBACK RD,ST CHARLES,MO,63303,636-669-2500,AP,11/30/2018
213,LILLEY'S LANDING RESORT & MARINA,367 RIVER LANE,BRANSON,MO,65616,(417)334-6380,AP,10/01/18
95,HOLIDAY INN EXPRESS AND SUITES,1201 NW INNOVATION PKWY,LEE'S SUMMIT,MO,64086,816-600-2405,AP,09/13/2018
9,LAZY EAGLE RESORT,30986 STATE HWY 86,EAGLE ROCK,MO,65641,417-271-3390,AP,09/18/2018
209,BRIDGEPORT RESORT,P.O. BOX 124,CAPE FAIR,MO,65624,(417)538-2500,AP,09/21/2018
105,ECONO LODGE,1221 MILLCREEK RD.,LEBANON,MO,65536,(417)532-6171,AP,10/15/2018
213,ECONOLODGE,3269 SHEPHERD HLS EX,BRANSON,MO,65616,417-335-6776,AP,10/29/2018
39,MT CARMEL INN,20515 S 1851 ROAD,DADEVILLE,MO,65635,(417) 276-3349,AP,10/04/18
99,QUALITY INN,1200 GANNON DR,FESTUS,MO,63028,636-937-0700,AP,09/14/2018
151,STONE HEARTH INN,1639 EAST HWY 50,LINN,MO,,573-897-9903,AP,09/28/2018
99,PEAR TREE INN,1201 DRURY LANE,ARNOLD,MO,63010,(636)296-9600,AP,09/26/2018
159,HOTEL BOTHWELL,103 EAST 3RD ST,SEDALIA,MO,65301,660-826-5588,AP,09/21/2018
77,HOODS I-44 MOTEL,1651 SOUTH STATE HWY K,BOIS D'ARC,MO,65612,(417)732-6035,AP,10/09/18
19,DRURY INN,1000 KNIPP ST,COLUMBIA,MO,65203,573-445-1800,AP,10/04/18
209,THE COTTAGES AT FAIR HAVEN COVE,PO BOX 295,CAPE FAIR,MO,65624,417-538-0838,AP,10/04/18
209,STONEWATER COVE RESORT,1257 SUNSET TIMBERS TRAIL,SHELL KNOB,MO,65747,417-858-2563,AP,09/13/2018
7,BEST WESTERN TEAL LAKE INN,3602 S CLARK ST,MEXICO,MO,65265,573-582-0700,AP,09/07/18
189,HAMPTON INN,9 LAMBERT DRURY DRIVE,ST LOUIS,MO,63088,636-529-9020,AP,10/09/18
209,REED'S SPRING MOTEL,21 LARUE ST,REEDS SPRING,MO,65737,(417) 272-3833,AP,10/04/18
23,COMFORT INN,2582 N. WESTWOOD,POPLAR BLUFF,MO,63901,573-686-5200,AP,11/07/18
171,ALAMO INN,120 NORTH 28TH STREET,UNIONVILLE,MO,63565,660-947-2608,AP,10/04/18
47,ECONO LODGE,505 SHANKS AVE,KEARNEY,MO,64060,(816) 628-5111,AP,11/19/2018
189,DAYS INN,7350 N HANLEY RD.,HAZELWOOD,MO,63042,(314)524-2500,AP,10/04/18
71,AMERICAN INN,1715 E 5TH ST,WASHINGTON,MO,63090,(636)239-3172,AP,09/28/2018
15,UNCLE GABBY'S CABINS,11015 HIGHWAY 7,CLINTON,MO,64735,660-477-9448,AP,09/28/2018
109,USA INN,1015 E. MT. VERNON BLVD,MT. VERNON,MO,65712,417-466-2125,AP,10/04/18
15,PARKFIELD INN-WARSAW,151 N. DAM ACCESS ROAD,WARSAW,MO,65355,660-438-2474,AP,09/11/18
213,EDGEWATER BEACH RESORT,2446 STATE HWY Y,FORSYTH,MO,65653,(417) 546-2721,AP,09/26/2018
213,BEAR CREEK LODGE BED & BREAKFAST,1320 KEITHLEY ROAD,WALNUT SHADE,MO,65771,417-443-0036,AP,10/01/18
141,BASS POINT RESORT,33510 BASS POINT RD,GRAVOIS MILLS,MO,65037,(573)374-5205,AP,10/09/18
146,BEST WESTERN OASIS INN & SUITES,3508 S RANGELINE,JOPLIN,MO,64804,417-781-6776,AP,09/28/2018
510,AMERICA'S BEST VALUE INN,1100 NORTH THIRD ST,ST LOUIS,MO,63102,(314)421-6556,AP,11/30/2018
209,PORT OF KIMBERLING RESORT,201 MARINA WAY,KIMBERLING CITY,MO,65686,417-739-3883,AP,10/09/18
153,CLOUD 9 RANCH CLUB,2810 CLOUD 9 DRIVE,CAULFIELD,MO,65626,417-284-7321,AP,09/27/2018
193,INN STE GEMME BEAUVAIS,78 N MAIN STREET,STE GENEVIEVE,MO,63670,(573)883-5744,AP,11/26/2018
213,BRICK HOUSE (THE),2651 SHEPHERD OF THE HILLS EXPWY,BRANSON,MO,65616,417-339-3000,AP,10/30/2018
43,AMERICAS BEST VALUE INN,900 NORTH 18TH ST,OZARK,MO,65721,(417) 581-5800,AP,10/11/18
31,TOWNHOUSE INN,517 EAST JACKSON BLVD,JACKSON,MO,63755,573-243-3577,AP,10/30/2018
209,STONY BROOK INN,5545 HWY 265,BRANSON,MO,65616,(417) 338-2344,AP,09/19/2018
71,CEDAR CREEK CONFERENCE CENTER,1401 OLIVE RD,NEW HAVEN,MO,63068,573-237-3672,AP,10/25/2018
95,HAMPTON INN,900 NW SOUTH OUTER RD,BLUE SPRINGS,MO,64015,(816) 220-3844,AP,09/12/18
169,CANDLEWOOD SUITES,140 CARMEL VALLEY WAY,ST ROBERT,MO,65584,573-451-2500,AP,10/15/2018
169,ALLIANCE INN & SUITES,562 OLD RT 66,ST ROBERT,MO,65584,573-336-7705,AP,10/01/18
179,ERNIE'S SALES AND SERVICE,9401 HWY H,ELLINGTON,MO,63638,573-461-2244,AP,09/12/18
189,ST LOUIS AIRPORT MARRIOTT,10700 PEAR TREE LANE,EDMUNDSON,MO,63134,(314) 423-9700,AP,09/14/2018
137,BELL AIR MOTEL,501 US HIGHWAY 36 E,MONROE CITY,MO,63456,573-735-4549,AP,09/21/2018
163,RIVER'S EDGE MOTEL,201 MANSION ST,LOUISIANA,MO,63353,(573)754-4522,AP,09/21/2018
215,LAZY L MOTEL,1121 S. SAM HOUSTON BLVD,HOUSTON,MO,65483,417-967-1955,AP,09/13/2018
223,SAM A BAKER STATE PARK RESORT,RT 1 BOX 18170,PATTERSON,MO,63956,(573) 856-4223,AP,09/28/2018
189,SEVEN GABLES INN,26 NORTH MERAMEC,CLAYTON,MO,63105,(314) 863-8400,AP,09/27/2018
155,REGENCY TRAVEL INN,1608 HWY 84 EAST,HAYTI,MO,63851,(573)359-0023,AP,09/21/2018
47,THE ELMS HOTEL & SPA,401 REGENT,EXCELSIOR SPRINGS,MO,64024,816-630-5500,AP,10/25/2018
213,GRAND VIEW INN & SUITES,280 TANGER BLVD,BRANSON,MO,65616,417-544-0306,AP,10/18/2018
115,LAMPLIGHTER MOTEL,101 W IRA,MARCELINE,MO,64658,(660)376-3517,AP,09/21/2018
203,ARROW HEAD CAMPGROUND,18227 ARROW HEAD LOOP,EMINENCE,MO,65466,573-351-9776,AP,11/01/18
95,EXTENDED STAY BY WELCOME INN,901 NW JEFFERSON CT,BLUE SPRINGS,MO,64015,816-224-3312,AP,09/26/2018
213,HAPPY HOLLOW RESORT,248 HAMMOCK WAY,BLUE EYE,MO,65611,(417)779-4360,AP,09/26/2018
153,THEODOSIA MARINA-RESORT,HWY 160,THEODOSIA,MO,65761,(417)273-4444,AP,10/18/2018
213,MUSICLAND KAMPGROUND,116 N GRETNA ROAD,BRANSON,MO,65616,417-334-0848,AP,10/15/2018
213,DOCKER'S INN,3060 GREEN MTN DR.,BRANSON,MO,65616,417-334-3600,AP,11/01/18
55,FAIR WINDS,123 HWY 49,CHERRYVILLE,MO,65446,573-743-6200,AP,11/01/18
77,DAYS INN BATTLEFIELD,3260 E MONTCLAIR,SPRINGFIELD,MO,65804,(417)882-9484,AP,09/18/2018
213,FORSYTH INN,16366 ST. HWY 160,FORSYTH,MO,65653,(417)546-5100,AP,09/27/2018
209,COMPTON RIDGE LODGE,5040 STATE HWY 265,BRANSON,MO,65616,417-213-8877,AP,11/09/18
115,MARTIN HOUSE MOTEL,731 SOUTH MAIN,BROOKFIELD,MO,64628,(660)258-7257,AP,09/26/2018
77,HOME 2 SUITES BY HILTON,2756 NORTH GLENSTONE,SPRINGFIELD,MO,65803,417-864-6632,AP,09/07/18
39,OWL HAVEN MOTEL,1309 ELIZBETH,STOCKTON,MO,65785,417-276-4907,AP,09/27/2018
213,ALL AMERICAN INN & SUITES,3102 FALLS PARKWAY,BRANSON,MO,65616,417-334-2800,AP,10/11/18
213,AMERICA'S BEST CAMPGROUND,499 BUENA VISTA RD,BRANSON,MO,65616,417-336-4399,AP,09/13/2018
213,CLASSIC MOTOR INN,2384 SHEPHERD OF THE HILLS EXPRESSWAY,BRANSON,MO,65616,417-334-6991,AP,11/13/2018
189,BEST WAY INN,3679 N LINDBERGH,BRIDGETON,MO,63074,(314)291-3994,AP,09/28/2018
510,MISSOURI ATHLETIC CLUB,405 WASHINGTON AVE,ST. LOUIS,MO,63102,314-539-4426,AP,09/07/18
161,MOTEL 6,2001 N BISHOP AVE,ROLLA,MO,65401,(573)364-1333,AP,11/09/18
146,LA QUINTA INN,3320 S RANGELINE,JOPLIN,MO,64804,(417)781-0500,AP,09/11/18
77,CANDLEWOOD SUITES SOUTH,1035 E. REPUBLIC ROAD,SPRINGFIELD,MO,65807,417-881-8500,AP,09/28/2018
187,SUPER 8 MOTEL,8 NORTHWOOD DR,BONNE TERRE,MO,63628,(573) 358-5888,AP,09/28/2018
213,CLARION HOTEL AT THE PALACE,2820 W HWY 76,BRANSON,MO,65615,(417) 334-7666,AP,09/19/2018
23,THE CAMP AT LAKE WAPPAPELLO,2906 N. WESTWOOD BLVD,POPLAR BLUFF,MO,63901,573-778-4808,AP,09/21/2018
219,AMERICA'S BEST VALUE INN,220 ARLINGTON WAY,WARRENTON,MO,63383,636-377-1070,AP,09/21/2018
15,R & C ADVENTURES,12049 HWY 7,WARSAW,MO,65355,660-438-5933,AP,09/19/2018
121,DEPOT INN & SUITES,1245 NORTH BROWN STREET,LA PLATA,MO,63549,660-332-4669,AP,09/26/2018
187,HOLIDAY INN EXPRESS HOTEL AND SUITES,820 MARKET ST,FARMINGTON,MO,63640,573-701-0505,AP,09/27/2018
77,OZARK INN,2601 N GLENSTONE,SPRINGFIELD,MO,65803,(417)865-6565,AP,09/27/2018
77,COURTYARD BY MARRIOTT SPRINGFIELD AIRPORT,3527 W KEARNEY,SPRINGFIELD,MO,65803,(417) 869-6700,AP,10/01/18
155,ECONOMY INN,921 TRUMAN BLVD,CARUTHERSVILLE,MO,63830,(573)333-0200,AP,09/13/2018
101,FAIRFIELD INN &SUITES MARRIOTT,355 E RUSSELL AVE,WARRENSBURG,MO,64093,660-422-3540,AP,09/26/2018
189,BEST WESTERN KIRKWOOD INN,1200 SOUTH KIRKWOOD RD,KIRKWOOD,MO,63122,(314)821-3950,AP,09/27/2018
169,RELAX INN,461 OLD ROUTE 66,ST ROBERT,MO,65584,(573) 336-3113,AP,10/11/18
510,RED ROOF INN #10135,5823 WILSON AVENUE,ST LOUIS,MO,63110,(314) 645-0101,AP,10/01/18
163,CEDARCREST MANOR BED & BREAKFAST,813 S. FOURTH STREET,CLARKSVILLE,MO,63336,573-242-3310,AP,09/14/2018
146,RESIDENCE INN BY MARRIOTT,3128 E. HAMMONS BLVD,JOPLIN,MO,64804,417-782-0908,AP,09/27/2018
59,BUFFALO INN & SUITES,1400 W DALLAS,BUFFALO,MO,65622,(417)345-4000,AP,09/26/2018
65,CROSSROADS INN & SUITES,1200 S. MAIN ST.,SALEM,MO,65560,573-729-4700,AP,10/04/18
213,HILTON PROMANADE HOTEL,3 BRANSON LANDING BLVD,BRANSON,MO,65616,417-243-2339,AP,09/21/2018
183,COUNTRY INN & SUITES BY CARLSON,3877 VETERAN'S MEMORIAL PARKWAY,ST. PETERS,MO,63376,636-939-5900,AP,09/28/2018
189,WAYSIDE MOTEL,7800 WATSON ROAD,ST LOUIS,MO,63119,(314)961-2324,AP,09/18/2018
63,RED ROOF INN,501 NORTHLAND DRIVE,CAMERON,MO,64429,(816)632-6623,AP,09/17/2018
29,LAKE OF THE OZARKS STATE PARK,403 HWY 134,KAISER,MO,65047,573-348-2694,AP,09/14/2018
209,DOUBLE OAK RESORT,1750 HIDEAWAY ROAD,GALENA,MO,65656,(417)538-2553,AP,09/13/2018
27,DAYS INN,3391 COUNTY RD 211,KINGDOM CITY,MO,65262,573-642-0050,AP,11/02/18
209,SHADRACK RESORT,PO BOX 55,CAPE FAIR,MO,65624,(417)538-2900,AP,09/27/2018
213,HAMPTON INN (BRANSON HILLS),200 S PAYNE STEWART DR,BRANSON,MO,65616,417-243-7800,AP,09/28/2018
29,ALHONNA RESORT,677 OUTER DR,LAKE OZARK,MO,65049,573-365-2634,AP,10/09/18
189,SUPER 8,9798 ST. CHARLES ROCK ROAD,OVERLAND,MO,63114,314-428-6666,AP,09/21/2018
189,FIRST WESTERN INN,4600 JENNING STATION ROAD,ST LOUIS,MO,63121,314-381-3850,AP,09/21/2018
510,DAYS INN,2810 N. 9TH STREET,ST. LOUIS,MO,63147,314-426-3115,AP,09/21/2018
117,CHILLICOTHE COMFORT INN & SUITES,OLD HWY 36,CHILLICOTHE,MO,64601,660-646-9900,AP,09/27/2018
21,FAIRFIELD INN & SUITES,4779 TUSCANY DRIVE,ST. JOSEPH,MO,64506,816-232-2700,AP,09/27/2018
21,CANDLEWOOD SUITES,3505 N. VILLAGE DRIVE,ST. JOSEPH,MO,64506,816-232-2600,AP,09/27/2018
189,SONESTA ES SUITES ST LOUIS,1855 CRAIGSHIRE ROAD,ST LOUIS,MO,63146,(314)878-1555,AP,10/30/2018
189,FAIRFIELD INN BY MARRIOTT,1680 FENTON BUSINESS PARK CT,FENTON,MO,63026,636-305-1500,AP,09/26/2018
510,MARRIOTT ST. LOUIS GRAND,800 WASHINGTON AVE,ST LOUIS,MO,63101,314-621-9600,AP,09/26/2018
189,COMFORT INN AND SUITES,18375 CHESTERFIELD AIRPORT ROAD,CHESTERFIELD,MO,63005,636-530-1200,AP,09/13/2018
189,PAGE INN,6230 PAGE AVENUE,WELLSTON,MO,63133,314-725-1968,AP,11/14/2018
213,BRADFORD HOUSE,296 BLUE MEADOW DRIVE,BRANSON,MO,64616,417-334-4444,AP,10/15/2018
29,POINT RANDALL RESORT,1584 SUSAN RD,LAKE OZARK,MO,65049,573-365-2081,AP,11/06/18
51,DOUBLETREE HOTEL,422 MONROE,JEFFERSON CITY,MO,65101,573-636-5101,AP,09/26/2018
37,AMERICA'S BEST VALUE INN AND SUITES,2400 ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,(816)887-2999,AP,09/11/18
179,BRUSHY CREEK LODGE AND RESORT,5910 HIGHWAY J,BLACK,MO,63625,573-269-4600,AP,09/14/2018
21,STONEY CREEK INN,1201 N WOODBINE RD,ST JOSEPH,MO,64506,816-901-9600,AP,09/13/2018
137,SOUTH FORK RESORT,36765 HWY 154,STOUTSVILLE,MO,65283,(573)565-3500,AP,09/13/2018
29,LODGE OF THE FOUR SEASONS,315 FOUR SEASONS ROAD,LAKE OZARK,MO,65049,573-365-3000,AP,11/01/18
145,EXECUTIVE INN,1400 HWY 49 B,NEOSHO,MO,64850,(417)451-3784,AP,10/16/2018
215,SOUTHERN INN MOTEL,1493 S HWY 63,HOUSTON,MO,65483,417-967-4591,AP,09/10/18
29,KINDERHOOK RESORT LLC,678 OLD KINDERHOOK DRIVE,CAMDENTON,MO,65020,573-317-3570,AP,09/28/2018
23,BULLWINKLE'S RUSTIC LODGE,399 HWY T,POPLAR BLUFF,MO,63901,573-778-3535,AP,09/27/2018
510,FIRST WESTERN INN,4828 N BROADWAY ST,ST LOUIS,MO,63147,(314) 231-3002,AP,09/21/2018
215,COUNTRY INN,201 HWY 32,LICKING,MO,65542,(573)674-2114,AP,09/19/2018
157,PERRYVILLE CAMPGROUND,300 LAKE DRIVE,PERRYVILLE,MO,63775,573-547-8303,AP,09/12/18
69,GREER'S MOTEL,1704  INDEPENDENCE,KENNETT,MO,63857,(573)888-5822,AP,10/11/18
213,SEVEN GABLES INN,305 SOUTH HWY 165,BRANSON,MO,65616,(417)334-7077,AP,10/18/2018
127,TIC TOC MOTEL,605 COUNTY RD 363,TAYLOR,MO,63471,(573)393-2367,AP,09/12/18
59,LARRY'S CEDAR RESORT,25978 STATE HWY 64,LEBANON,MO,65536,(417)532-2356,AP,09/20/2018
510,DELUXE MOTEL,4531 NATURAL BRIDGE,ST LOUIS,MO,63115,(314)385-5131,AP,09/13/2018
91,HONEYSUCKLE INN,1207 E HWY 60,MOUNTAIN VIEW,MO,65548,(417)934-1144,AP,10/11/18
15,CITY UNION MISSION FARM,13478 HWY 7,WARSAW,MO,65355,660-438-5092,AP,09/28/2018
19,SUPER 7 MOTEL,1306 RANGELINE,COLUMBIA,MO,65201,573-442-3191,AP,09/17/2018
57,SOUTHWIND MOTEL,5 SOUTHWINDS LOOP,GREENFIELD,MO,65661,(417)637-5505,AP,10/01/18
213,STONE CASTLE HOTEL (THE),3050 GREEN MOUNTAIN DR,BRANSON,MO,65616,(417)335-4700,AP,10/19/2018
187,BONNEVILLE INN MOTEL,1017 HWY K,BONNE TERRE,MO,63628,573-358-3328,AP,09/14/2018
19,BEST WESTERN COLUMBIA INN,2904 CLARK LANE,COLUMBIA,MO,65202,573-397-6471,AP,11/16/2018
213,BRANSON FAIRFIELD INN,220 HWY 165 S,BRANSON,MO,65616,(417) 336-5665,AP,10/01/18
121,WELCOME TRAVELIER MOTEL,201 E BRIGGS,MACON,MO,63552,(660) 385-2102,AP,09/21/2018
77,BATTLEFIELD INN,2114 S GLENSTONE,SPRINGFIELD,MO,65804,(417)883-1340,AP,09/21/2018
169,BAYMONT INN & SUITES,139 CARMEL VALLEY WAY,ST ROBERT,MO,65584,573-336-5050,AP,09/28/2018
105,HOLIDAY INN EXPRESS,1955 W. ELM,LEBANON,MO,65536,417-532-1111,AP,09/19/2018
77,COX PLAZA HOTEL,3800 S NATIONAL AVE,SPRINGFIELD,MO,65807,417-269-6258,AP,09/18/2018
47,SURE STAY PLUS,210 PLATTE CLAY  WAY,KEARNEY,MO,64060,(816)628-6800,AP,11/06/18
189,PEAR TREE INN FENTON,1100 S HWY DR,FENTON,MO,63026,(314)343-8820,AP,10/18/2018
31,HOLIDAY INN EXPRESS CAPE GIRARDEAU,3253 WILLIAM STREET,CAPE GIRARDEAU,MO,63703,573-334-4491,AP,09/21/2018
51,LAKESIDE MOTEL,5629 HWY 50 WEST,JEFFERSON CITY,MO,65109,573-893-2512,AP,09/26/2018
209,THE ROCKS RESORT,12049 STATE HWY 13,KIMBERLING CITY,MO,65686,417-779-3336,AP,11/16/2018
29,HAWKS LANDING RESORT,164 HAWKER DRIVE,CAMDENTON,MO,65020,573-873-1435,AP,09/19/2018
209,OAK HILL RESORT,202 VACATION LANE,REEDS SPRING,MO,65737,(417)739-4566,AP,09/17/2018
77,RESIDENCE INN BY MARRIOTT,1303 E KINGSLEY,SPRINGFIELD,MO,65804,(417) 890-0020,AP,09/21/2018
183,AMERICA'S BEST VALUE INN & SUITES,1310 BASS PRO DRIVE,ST CHARLES,MO,63301,(636) 947-5900,AP,09/14/2018
169,GASCONADE HILLS RESORT,28425 SPRING RD,RICHLAND,MO,65556,(573) 765-3044,AP,10/01/18
121,SUPER 8 MOTEL,203 E BRIGGS DR,MACON,MO,63552,660-385-5788,AP,09/27/2018
71,BEST WESTERN PLUS,2621 EAST 5TH ST.,WASHINGTON,MO,63090,636-390-8877,AP,09/26/2018
213,BEST WESTERN CENTER POINTE,3215 W HWY 76,BRANSON,MO,65616,(417)334-1894,AP,10/30/2018
153,THUNDER BAY RESORT,RR 1 BOX 1300 HWY H,ISABELLA,MO,65676,(417) 273-4222,AP,11/01/18
169,MAINSTAY SUITES,227 ST. ROBERT BLVD,ST ROBERT,MO,65584,573-451-2700,AP,10/15/2018
77,SUPER 8 MOTEL,315 E. CHESTNUT ST,STRAFFORD,MO,65757,(417)736-3883,AP,09/27/2018
169,DAYS INN,14125 HWY Z,ST. ROBERT,MO,65584,(573)336-5556,AP,09/19/2018
203,RIVERSIDE MOTEL,19159 STATE HIGHWAY 19,EMINENCE,MO,65466,(573)226-3291,AP,09/27/2018
187,RED CEDAR LODGE,7036 US HWY 67,BONNE TERRE,MO,63628,(573)358-8900,AP,09/14/2018
1,HOLIDAY INN EXPRESS AND SUITES,2523 S FRANKLIN,KIRKSVILLE,MO,63501,660-956-4682,AP,09/27/2018
139,MOTEL 70,930 TREE FARM RD,HIGH HILL,MO,63350,636-585-2241,AP,09/12/18
189,CHARLES F. KNIGHT EXECUTIVE EDUCATION AND CONFERENCE CENTER,"1 BROOKINGS DR, CAMPUS BOX 1194",ST. LOUIS,MO,63130,314-935-6747,AP,09/26/2018
179,BLACK RIVER LODGE,1385 COUNTY ROAD 342,LESTERVILLE,MO,63654,573-637-2550,AP,09/13/2018
105,SUPER 8 MOTEL - LEBANON,1831 WEST ELM,LEBANON,MO,65536,(417)588-2574,AP,10/11/18
209,OLD SOUTHERN INN,3957 STATE HWY 265,BRANSON,MO,65616,(417)338-2900,AP,09/13/2018
